"date" "nazva" "TSP" "SO2" "CO" "NO2" "NO" "H2S" "C6H6O" "NH3" "CH2O"
2016-02-22 "ПСЗ-7" NA 0.018 5 0.095 NA 0.0023 0.002 0.027 0.0055
2016-02-23 "ПСЗ-1" NA 0.023 2 0.065 NA 0.001 0.0015 0.025 0.0085
2016-02-23 "ПСЗ-2" NA 0.033 3 0.145 NA 0.002 0.0025 0.025 0.0145
2016-02-23 "ПСЗ-3" NA 0.021 4 0.063 0.03 2e-04 5e-04 0.015 0.0055
2016-02-23 "ПСЗ-6" 0.3 0.021 4 0.047 NA 0 0 0.02 0.0105
2016-02-23 "ПСЗ-7" NA 0.033 5 0.077 NA 0.0023 0.0025 0.032 0.0105
2016-02-24 "ПСЗ-1" NA 0.028 4 0.11 NA 0.0018 0.0028 0.048 0.0065
2016-02-24 "ПСЗ-2" NA 0.037 4 0.11 NA 0.003 0.0045 0.048 0.0065
2016-02-24 "ПСЗ-3" NA 0.026 2 0.087 0.057 0.0018 0.001 0.018 0.0095
2016-02-24 "ПСЗ-6" 1.05 0.036 4 0.077 NA 0.0012 8e-04 0.02 0.007
2016-02-24 "ПСЗ-7" NA 0.033 8 0.12 NA 0.0023 0.0032 0.048 0.0125
2016-02-25 "ПСЗ-1" NA 0.016 2 0.06 NA 0 0 0.012 0.011
2016-02-25 "ПСЗ-2" NA 0.031 3 0.05 NA 0 2e-04 0.018 0.004
2016-02-25 "ПСЗ-3" NA 0.022 2 0.03 0.007 2e-04 0 0.008 0.007
2016-02-25 "ПСЗ-6" 0.55 0.017 2 0.04 NA 5e-04 5e-04 0.012 0.0085
2016-02-25 "ПСЗ-7" NA 0.026 3 0.047 NA 8e-04 0.001 0.022 0.0155
2016-02-26 "ПСЗ-1" NA 0.03 2 0.055 NA 0.0025 0.0035 0.045 0.0085
2016-02-26 "ПСЗ-2" NA 0.04 4 0.13 NA 0.0035 0.0042 0.05 0.0095
2016-02-26 "ПСЗ-3" NA 0.028 2 0.047 0.02 0.0015 0.0023 0.012 0.014
2016-02-26 "ПСЗ-6" 0.4 0.024 3 0.027 NA 2e-04 0 0.018 0.0105
2016-02-26 "ПСЗ-7" NA 0.033 2 0.053 NA 0.0025 0.002 0.03 0.012
2016-02-27 "ПСЗ-1" NA 0.032 2 0.095 NA 0.0012 0.0025 0.04 0.009
2016-02-27 "ПСЗ-2" NA 0.026 2 0.08 NA 0.0025 0.004 0.038 0.0085
2016-02-27 "ПСЗ-3" NA 0.025 2 0.063 0.033 0.001 0.002 0.025 0.0055
2016-02-27 "ПСЗ-6" 0.35 0.035 3 0.067 NA 8e-04 0.0012 0.022 0.011
2016-02-27 "ПСЗ-7" NA 0.032 3 0.087 NA 0.001 0.0025 0.022 0.0065
2016-03-01 "ПСЗ-1" NA 0.01 6 0.09 NA 0.0027 0.002 0.053 0.0025
2016-03-01 "ПСЗ-2" 0.3 0.01 3 0.095 NA 0.0033 0.002 0.067 0.007
2016-03-01 "ПСЗ-3" NA 0.013 4 0.035 0.005 0.001 0.001 0.033 0.0045
2016-03-01 "ПСЗ-6" 0.85 0.012 3 0.08 NA 7e-04 0 0.027 0.009
2016-03-01 "ПСЗ-7" 0.3 0.019 3 0.075 NA 0.0017 0.0017 0.027 0.0125
2016-03-02 "ПСЗ-1" NA 0.002 3 0.05 NA 0.0018 0.0015 0.025 0.003
2016-03-02 "ПСЗ-2" 0.3 0.005 4 0.1 NA 0.0015 0.0023 0.03 0.006
2016-03-02 "ПСЗ-3" NA 0.011 4 0.073 0.02 8e-04 0.0012 0.02 0.005
2016-03-02 "ПСЗ-6" 0.45 0.009 2 0.123 NA 2e-04 5e-04 0.018 0.0065
2016-03-02 "ПСЗ-7" 0.25 0.016 4 0.1 NA 0.0012 0.0012 0.03 0.0055
2016-03-03 "ПСЗ-1" NA 0.008 2 0.025 NA 0.0012 0.0012 0.02 0.007
2016-03-03 "ПСЗ-2" 0.4 0.008 2 0.065 NA 5e-04 0.001 0.018 0.005
2016-03-03 "ПСЗ-3" NA 0.007 2 0.033 0.02 5e-04 8e-04 0.012 0.003
2016-03-03 "ПСЗ-6" 0.4 0.01 3 0.063 NA 0.0012 0.0015 0.025 0.006
2016-03-03 "ПСЗ-7" 0.3 0.006 2 0.043 NA 5e-04 0.001 0.012 0.0065
2016-03-04 "ПСЗ-1" NA 0.008 2 0.075 NA 0.0012 0.001 0.018 0.0075
2016-03-04 "ПСЗ-2" 0.35 0.01 2 0.05 NA 0.0015 0.0012 0.02 0.009
2016-03-04 "ПСЗ-3" NA 0.006 2 0.023 0.017 5e-04 2e-04 0.018 0.009
2016-03-04 "ПСЗ-6" 0.4 0.007 2 0.083 NA 0.001 0 0.022 0.0135
2016-03-04 "ПСЗ-7" 0.25 0.011 3 0.057 NA 0.0012 0.0018 0.032 0.014
2016-03-05 "ПСЗ-1" NA 0.016 2 0.05 NA 0 2e-04 0.015 0.0055
2016-03-05 "ПСЗ-2" 0.3 0.027 3 0.045 NA 5e-04 2e-04 0.02 0.0065
2016-03-05 "ПСЗ-3" NA 0.027 2 0.057 0.027 5e-04 0 0.015 0.004
2016-03-05 "ПСЗ-6" 0.45 0.034 2 0.06 NA 0.002 0.0018 0.028 0.006
2016-03-05 "ПСЗ-7" 0.15 0.02 2 0.027 NA 2e-04 0 0.005 0.004
2016-03-09 "ПСЗ-1" NA 0.036 4 0.065 NA 0.0017 0.0017 0.023 0.003
2016-03-09 "ПСЗ-2" 0.65 0.034 2 0.07 NA 0.0017 0.0023 0.027 0.002
2016-03-09 "ПСЗ-3" NA 0.026 2 0.045 0.055 3e-04 7e-04 0.023 0.004
2016-03-09 "ПСЗ-6" 0.65 0.032 3 0.05 NA 7e-04 3e-04 0.027 0.005
2016-03-09 "ПСЗ-7" 0.55 0.021 2 0.065 NA 0.001 0.001 0.013 0.0025
2016-03-10 "ПСЗ-1" NA 0.023 2 0.06 NA 5e-04 5e-04 0.02 0.0015
2016-03-10 "ПСЗ-2" 0.45 0.03 2 0.07 NA 8e-04 8e-04 0.022 0.003
2016-03-10 "ПСЗ-3" NA 0.027 3 0.093 0.063 0 5e-04 0.018 0.0065
2016-03-10 "ПСЗ-6" 0.55 0.033 2 0.033 NA 0.0015 0.0015 0.012 0.008
2016-03-10 "ПСЗ-7" 0.35 0.024 2 0.043 NA 0 0 0.015 0.003
2016-03-11 "ПСЗ-1" NA 0.024 2 0.085 NA 2e-04 0 0.02 0.0035
2016-03-11 "ПСЗ-2" 0.4 0.027 2 0.075 NA 5e-04 2e-04 0.01 0.0045
2016-03-11 "ПСЗ-3" NA 0.023 4 0.06 0.047 2e-04 0 0.02 0.0065
2016-03-11 "ПСЗ-6" 0.55 0.028 4 0.057 NA 0.0025 0.0018 0.025 0.0085
2016-03-11 "ПСЗ-7" 0.3 0.021 2 0.05 NA 0 2e-04 0.008 0.004
2016-03-12 "ПСЗ-1" NA 0.025 2 0.035 NA 5e-04 5e-04 0.028 0.004
2016-03-12 "ПСЗ-2" 0.35 0.024 3 0.04 NA 2e-04 2e-04 0.02 0.004
2016-03-12 "ПСЗ-3" NA 0.025 2 0.047 0.02 2e-04 0 0.012 0.0065
2016-03-12 "ПСЗ-6" 0.35 0.045 2 0.077 NA 0.0023 0.0035 0.045 0.0125
2016-03-12 "ПСЗ-7" 0.65 0.025 2 0.047 NA 0 2e-04 0.005 0.0045
2016-03-14 "ПСЗ-1" NA 0.022 2 0.015 NA 0 0 0.003 0.0045
2016-03-14 "ПСЗ-2" 0.5 0.022 2 0.055 NA 0 3e-04 0.01 0.0035
2016-03-14 "ПСЗ-3" NA 0.02 2 0.025 0.01 3e-04 0 0.007 0.005
2016-03-14 "ПСЗ-6" 0.6 0.028 2 0.02 NA 0 7e-04 0.007 0.0065
2016-03-14 "ПСЗ-7" 0.4 0.022 4 0.03 NA 0 0 0.003 0.007
2016-03-15 "ПСЗ-1" NA 0.02 2 0.08 NA 2e-04 2e-04 0.015 0.003
2016-03-15 "ПСЗ-2" 0.3 0.029 2 0.07 NA 0 5e-04 0.015 0.005
2016-03-15 "ПСЗ-3" NA 0.02 2 0.03 0.01 0 2e-04 0.012 0.0035
2016-03-15 "ПСЗ-6" 0.6 0.035 2 0.063 NA 0.0012 0.0012 0.028 0.0085
2016-03-15 "ПСЗ-7" 0.45 0.015 4 0.043 NA 0 0 0.005 0.006
2016-03-16 "ПСЗ-1" NA 0.027 2 0.045 NA 2e-04 5e-04 0.01 0.005
2016-03-16 "ПСЗ-2" 0.25 0.031 2 0.03 NA 2e-04 8e-04 0.012 0.0045
2016-03-16 "ПСЗ-3" NA 0.018 2 0.03 0.017 0 5e-04 0.008 0.005
2016-03-16 "ПСЗ-6" 0.5 0.02 2 0.067 NA 8e-04 0.001 0.018 0.0095
2016-03-16 "ПСЗ-7" 0.45 0.019 2 0.03 NA 2e-04 0 0.005 0.0035
2016-03-17 "ПСЗ-1" NA 0.027 2 0.04 NA 0 2e-04 0.01 0.003
2016-03-17 "ПСЗ-2" 0.4 0.026 2 0.03 NA 5e-04 5e-04 0.008 0.007
2016-03-17 "ПСЗ-3" NA 0.014 2 0.013 0.007 2e-04 0 0.01 0.0045
2016-03-17 "ПСЗ-6" 0.55 0.023 2 0.017 NA 8e-04 2e-04 0.015 0.005
2016-03-17 "ПСЗ-7" 0.35 0.016 2 0.02 NA 5e-04 2e-04 0.015 0.0025
2016-03-18 "ПСЗ-1" NA 0.021 2 0.02 NA 2e-04 5e-04 0.01 0.005
2016-03-18 "ПСЗ-2" 0.4 0.023 2 0.045 NA 8e-04 5e-04 0.015 0.0065
2016-03-18 "ПСЗ-3" NA 0.015 2 0.067 0.05 2e-04 0 0.01 0.0045
2016-03-18 "ПСЗ-6" 0.6 0.015 2 0.063 NA 0.001 8e-04 0.018 0.0045
2016-03-18 "ПСЗ-7" 0.4 0.024 2 0.057 NA 5e-04 8e-04 0.018 0.003
2016-03-19 "ПСЗ-1" NA 0.014 2 0.02 NA 2e-04 0 0.005 0.0035
2016-03-19 "ПСЗ-2" 0.35 0.016 2 0.025 NA 2e-04 2e-04 0.01 0.006
2016-03-19 "ПСЗ-3" NA 0.017 2 0.037 0.013 0 2e-04 0.005 0.0045
2016-03-19 "ПСЗ-6" 0.35 0.018 1 0.043 NA 0 2e-04 0.012 0.004
2016-03-19 "ПСЗ-7" 0.25 0.023 2 0.02 NA 2e-04 2e-04 0.005 0.006
2016-03-21 "ПСЗ-1" NA 0.028 2 0.11 NA 7e-04 3e-04 0.023 0.001
2016-03-21 "ПСЗ-2" 0.3 0.026 2 0.055 NA 3e-04 7e-04 0.023 0.0065
2016-03-21 "ПСЗ-3" NA 0.021 2 0.035 0.02 7e-04 7e-04 0.013 0.0045
2016-03-21 "ПСЗ-6" 0.3 0.032 2 0.02 NA 7e-04 7e-04 0.017 0.007
2016-03-21 "ПСЗ-7" 0.35 0.031 2 0.025 NA 0.0017 0.001 0.037 0.0055
2016-03-22 "ПСЗ-1" NA 0.03 2 0.055 NA 5e-04 8e-04 0.025 0.0075
2016-03-22 "ПСЗ-2" 0.65 0.028 2 0.045 NA 0.001 0.0015 0.028 0.0095
2016-03-22 "ПСЗ-3" NA 0.028 2 0.027 0.01 2e-04 8e-04 0.012 0.0035
2016-03-22 "ПСЗ-6" 0.55 0.025 2 0.073 NA 2e-04 8e-04 0.02 0.007
2016-03-22 "ПСЗ-7" 0.6 0.043 2 0.043 NA 0.0018 0.0035 0.03 0.0115
2016-03-23 "ПСЗ-1" NA 0.019 2 0.065 NA 5e-04 8e-04 0.005 5e-04
2016-03-23 "ПСЗ-2" 0.4 0.02 1 0.04 NA 0.001 0.0012 0.012 0.001
2016-03-23 "ПСЗ-3" NA 0.027 2 0.027 0.013 2e-04 8e-04 0.002 0.001
2016-03-23 "ПСЗ-6" 0.45 0.028 2 0.033 NA 0.001 0.0018 0.018 0.0035
2016-03-23 "ПСЗ-7" 0.5 0.031 3 0.05 NA 5e-04 0.0012 0.02 0.0025
2016-03-24 "ПСЗ-1" NA 0.008 2 0.03 NA 8e-04 5e-04 0.015 0.005
2016-03-24 "ПСЗ-2" 0.1 0.006 2 0.05 NA 5e-04 0.001 0.017 0.0015
2016-03-24 "ПСЗ-3" NA 0.008 2 0.023 0.01 2e-04 5e-04 0.008 0.0025
2016-03-24 "ПСЗ-6" 0.1 0.005 2 0.027 NA 0.0012 0.0018 0.018 0.0045
2016-03-24 "ПСЗ-7" 0.15 0.004 2 0.013 NA 2e-04 2e-04 0.005 5e-04
2016-03-25 "ПСЗ-1" NA 0.012 2 0.04 NA 0 0 0.002 0.0065
2016-03-25 "ПСЗ-2" 0.35 0.011 2 0.055 NA 2e-04 0 0.008 0.0035
2016-03-25 "ПСЗ-3" NA 0.015 2 0.033 0.02 0 0 0.002 0.003
2016-03-25 "ПСЗ-6" 0.35 0.012 2 0.05 NA 2e-04 2e-04 0 0.0055
2016-03-25 "ПСЗ-7" 0.25 0.015 2 0.053 NA 0 0 0.005 0.002
2016-03-26 "ПСЗ-1" NA 0.016 2 0.03 NA 5e-04 2e-04 0.012 0.0045
2016-03-26 "ПСЗ-2" 0.25 0.016 2 0.03 NA 2e-04 2e-04 0.012 0.0045
2016-03-26 "ПСЗ-3" NA 0.019 2 0.03 0.01 2e-04 0 0.01 0.006
2016-03-26 "ПСЗ-6" 0.1 0.02 2 0.03 NA 8e-04 0.0012 0.028 0.0065
2016-03-26 "ПСЗ-7" 0.15 0.014 2 0.04 NA 2e-04 5e-04 0.008 0.007
2016-03-28 "ПСЗ-1" NA 0.028 2 0.06 NA 3e-04 3e-04 0.01 0.006
2016-03-28 "ПСЗ-2" 0.25 0.028 2 0.06 NA 3e-04 3e-04 0.013 0.0055
2016-03-28 "ПСЗ-3" NA 0.024 2 0.01 0.01 7e-04 3e-04 0.01 0.0125
2016-03-28 "ПСЗ-6" 0.35 0.034 2 0.04 NA 0.0017 0.0017 0.03 0.0065
2016-03-28 "ПСЗ-7" 0.25 0.02 2 0.05 NA 0 3e-04 0.003 0.003
2016-03-29 "ПСЗ-1" NA 0.034 3 0.05 NA 8e-04 8e-04 0.02 0.003
2016-03-29 "ПСЗ-2" 0.2 0.032 3 0.065 NA 0.001 0.0018 0.038 0.006
2016-03-29 "ПСЗ-3" NA 0.025 2 0.033 0.023 2e-04 2e-04 0.012 0.0015
2016-03-29 "ПСЗ-6" 0.25 0.031 2 0.03 NA 2e-04 5e-04 0.018 0.004
2016-03-29 "ПСЗ-7" 0.35 0.034 4 0.037 NA 0.0023 0.0025 0.025 0.0065
2016-03-30 "ПСЗ-1" NA 0.029 2 0.04 NA 0.001 0.0018 0.028 0.0055
2016-03-30 "ПСЗ-2" 0.1 0.032 2 0.04 NA 0.0023 0.0028 0.04 0.006
2016-03-30 "ПСЗ-3" NA 0.023 4 0.06 0.03 0.001 8e-04 0.02 0.006
2016-03-30 "ПСЗ-6" 0.1 0.021 4 0.033 NA 2e-04 0 0.02 0.0055
2016-03-30 "ПСЗ-7" 0.15 0.032 4 0.033 NA 0.0018 0.002 0.042 0.0105
2016-04-01 "ПСЗ-1" NA 0.008 2 0.04 NA 8e-04 0.002 0.018 0.006
2016-04-01 "ПСЗ-2" 0.45 0.007 3 0.05 NA 0.001 0.0023 0.022 0.0095
2016-04-01 "ПСЗ-3" NA 0.012 2 0.027 0.013 0 5e-04 0.012 0.0065
2016-04-01 "ПСЗ-6" 0.25 0.014 4 0.053 NA 0 0 0.02 0.014
2016-04-01 "ПСЗ-7" 0.35 0.01 4 0.067 NA 0.0018 0.002 0.025 0.0065
2016-04-02 "ПСЗ-1" NA 0.017 1 0.025 NA 0 0 0.015 0.0035
2016-04-02 "ПСЗ-2" 0.55 0.018 2 0.04 NA 2e-04 0 0.018 0.0065
2016-04-02 "ПСЗ-3" NA 0.018 2 0.023 0.003 2e-04 0 0.005 0.003
2016-04-02 "ПСЗ-6" 0.45 0.012 2 0.027 NA 0 5e-04 0.018 0.005
2016-04-02 "ПСЗ-7" 0.65 0.011 2 0.037 NA 2e-04 0.001 0.012 0.0055
2016-04-04 "ПСЗ-1" NA 0.021 1 0.135 NA 0.001 0.0017 0.02 0.005
2016-04-04 "ПСЗ-2" 0.5 0.014 2 0.07 NA 0.0023 0.0017 0.033 0.006
2016-04-04 "ПСЗ-3" NA 0.02 3 0.1 0.05 7e-04 0.0013 0.02 0.0045
2016-04-04 "ПСЗ-6" 0.4 0.023 2 0.16 NA 7e-04 0.0013 0.02 0.007
2016-04-04 "ПСЗ-7" 0.45 0.026 2 0.05 NA 0.003 0.0023 0.043 0.005
2016-04-05 "ПСЗ-1" NA 0.026 2 0.13 NA 0.001 0.0012 0.032 0.008
2016-04-05 "ПСЗ-2" 0.9 0.022 2 0.085 NA 0.0012 0.002 0.05 0.0115
2016-04-05 "ПСЗ-3" NA 0.028 3 0.05 0.03 5e-04 0.001 0.028 0.005
2016-04-05 "ПСЗ-6" 0.45 0.028 2 0.123 NA 5e-04 2e-04 0.02 0.0075
2016-04-05 "ПСЗ-7" 0.6 0.033 2 0.05 NA 0.0023 0.0028 0.045 0.009
2016-04-06 "ПСЗ-1" NA 0.028 4 0.095 NA 0.002 0.0023 0.04 0.005
2016-04-06 "ПСЗ-2" 0.5 0.038 2 0.115 NA 0.0025 0.003 0.04 0.01
2016-04-06 "ПСЗ-3" NA 0.022 6 0.067 0.037 0.0015 0.0018 0.025 0.008
2016-04-06 "ПСЗ-6" 0.5 0.024 6 0.057 NA 8e-04 0.001 0.025 0.0035
2016-04-06 "ПСЗ-7" 0.4 0.028 2 0.11 NA 0.0025 0.0025 0.04 0.0135
2016-04-07 "ПСЗ-1" NA 0.03 3 0.08 NA 0.0018 0.002 0.038 0.008
2016-04-07 "ПСЗ-2" 0.65 0.03 6 0.045 NA 0.002 0.0015 0.04 0.0155
2016-04-07 "ПСЗ-3" NA 0.02 3 0.037 0.013 8e-04 0.0012 0.02 0.004
2016-04-07 "ПСЗ-6" 0.6 0.02 4 0.023 NA 5e-04 0.0012 0.015 0.0115
2016-04-07 "ПСЗ-7" 0.5 0.028 4 0.063 NA 0.003 0.0025 0.028 0.0085
2016-04-08 "ПСЗ-1" NA 0.037 3 0.1 NA 0.0023 0.0035 0.04 0.0135
2016-04-08 "ПСЗ-2" 0.7 0.031 6 0.06 NA 0.0025 0.0032 0.05 0.0085
2016-04-08 "ПСЗ-3" NA 0.027 3 0.04 0.017 0.0015 0.0028 0.03 0.0165
2016-04-08 "ПСЗ-6" 0.6 0.029 4 0.037 NA 8e-04 0.0015 0.025 0.0125
2016-04-08 "ПСЗ-7" 0.6 0.019 3 0.02 NA 0.0012 0.0028 0.032 0.0065
2016-04-09 "ПСЗ-1" NA 0.022 2 0.055 NA 0.0012 0.0018 0.028 0.013
2016-04-09 "ПСЗ-2" 0.4 0.024 2 0.04 NA 0.0012 0.0018 0.038 0.012
2016-04-09 "ПСЗ-3" NA 0.02 2 0.047 0.023 5e-04 0.0012 0.022 0.012
2016-04-09 "ПСЗ-6" 0.55 0.028 2 0.05 NA 5e-04 0.0012 0.015 0.0135
2016-04-09 "ПСЗ-7" 0.3 0.024 2 0.043 NA 8e-04 0.001 0.025 0.0105
2016-04-11 "ПСЗ-1" NA 0.022 2 0.155 NA 0.0013 0.0023 0.03 0.0065
2016-04-11 "ПСЗ-2" 0.45 0.022 2 0.03 NA 0.001 0.0013 0.017 0.001
2016-04-11 "ПСЗ-3" NA 0.014 2 0.04 0.015 7e-04 0.001 0.02 0.001
2016-04-11 "ПСЗ-6" 0.45 0.024 2 0.015 NA 3e-04 3e-04 0.013 0.002
2016-04-11 "ПСЗ-7" 0.45 0.02 2 0.015 NA 7e-04 0.002 0.023 0.0045
2016-04-12 "ПСЗ-1" NA 0.014 4 0.055 NA 5e-04 0.0012 0.012 0.0025
2016-04-12 "ПСЗ-2" 0.35 0.018 2 0.115 NA 5e-04 0.0012 0.015 0.007
2016-04-12 "ПСЗ-3" NA 0.018 2 0.023 0.007 5e-04 2e-04 0.025 0.0025
2016-04-12 "ПСЗ-6" 0.5 0.023 2 0.017 NA 0.001 8e-04 0.03 0.0015
2016-04-12 "ПСЗ-7" 0.4 0.023 4 0.023 NA 5e-04 8e-04 0.022 0.009
2016-04-13 "ПСЗ-1" NA 0.022 2 0.065 NA 5e-04 2e-04 0.025 0.0065
2016-04-13 "ПСЗ-2" 0.65 0.024 3 0.07 NA 0.001 0.001 0.022 0.0055
2016-04-13 "ПСЗ-3" NA 0.021 2 0.023 0.003 2e-04 0 0.012 0.0075
2016-04-13 "ПСЗ-6" 0.55 0.02 2 0.033 NA 2e-04 0 0.02 0.009
2016-04-13 "ПСЗ-7" 0.5 0.025 3 0.043 NA 0.0015 0.0012 0.03 0.007
2016-04-14 "ПСЗ-1" NA 0.016 2 0.085 NA 5e-04 5e-04 0.025 0.004
2016-04-14 "ПСЗ-2" 0.5 0.019 3 0.07 NA 0.0015 0.0018 0.032 0.009
2016-04-14 "ПСЗ-3" NA 0.01 3 0.033 0.013 2e-04 0 0.012 0.006
2016-04-14 "ПСЗ-6" 0.3 0.016 4 0.03 NA 8e-04 0.001 0.015 0.0065
2016-04-14 "ПСЗ-7" 0.55 0.021 4 0.087 NA 0.0018 0.002 0.035 0.0175
2016-04-15 "ПСЗ-1" NA 0.012 2 0.05 NA 0.001 0.0012 0.018 0.0025
2016-04-15 "ПСЗ-2" 0.2 0.018 2 0.07 NA 0.0012 0.0012 0.012 0.005
2016-04-15 "ПСЗ-3" NA 0.014 2 0.03 0.01 8e-04 5e-04 0.012 0.005
2016-04-15 "ПСЗ-6" 0.5 0.022 2 0.037 NA 0 0 0.012 0.005
2016-04-15 "ПСЗ-7" 0.35 0.02 3 0.063 NA 0.0015 0.0025 0.022 0.0145
2016-04-16 "ПСЗ-1" NA 0.014 2 0.045 NA 5e-04 2e-04 0.02 0.0045
2016-04-16 "ПСЗ-2" 0.2 0.014 2 0.03 NA 0.001 5e-04 0.022 0.006
2016-04-16 "ПСЗ-3" NA 0.017 2 0.023 0.01 2e-04 2e-04 0.01 0.0025
2016-04-16 "ПСЗ-6" 0.25 0.016 2 0.037 NA 5e-04 2e-04 0.02 0.003
2016-04-16 "ПСЗ-7" 0.35 0.02 3 0.057 NA 8e-04 2e-04 0.012 0.0085
2016-04-18 "ПСЗ-1" NA 0.017 2 0.055 NA 0.0013 0.0013 0.03 0.012
2016-04-18 "ПСЗ-2" 0.4 0.019 2 0.055 NA 0.002 0.0017 0.03 0.011
2016-04-18 "ПСЗ-3" NA 0.02 2 0.035 0.015 7e-04 3e-04 0.023 0.007
2016-04-18 "ПСЗ-6" 0.3 0.022 2 0.04 NA 3e-04 3e-04 0.02 0.0105
2016-04-18 "ПСЗ-7" 0.4 0.024 3 0.055 NA 0.0013 0.0013 0.027 0.0075
2016-04-19 "ПСЗ-1" NA 0.015 2 0.06 NA 5e-04 5e-04 0.015 0.0095
2016-04-19 "ПСЗ-2" 0.15 0.012 2 0.05 NA 5e-04 8e-04 0.015 0.0115
2016-04-19 "ПСЗ-3" NA 0.011 2 0.033 0.013 2e-04 0 0.015 0.0065
2016-04-19 "ПСЗ-6" 0.15 0.019 2 0.053 NA 0.001 0.002 0.038 0.008
2016-04-19 "ПСЗ-7" 0.15 0.01 2 0.02 NA 2e-04 2e-04 0.008 0.0045
2016-04-20 "ПСЗ-1" NA 0.002 2 0.11 NA 8e-04 0.0018 0.02 0.005
2016-04-20 "ПСЗ-2" 0 0.003 2 0.04 NA 0.001 0.0018 0.02 0.0095
2016-04-20 "ПСЗ-3" NA 0.008 2 0.05 0.02 2e-04 0.001 0.018 0.004
2016-04-20 "ПСЗ-6" 0 0.009 2 0.053 NA 0.0018 0.0023 0.025 0.003
2016-04-20 "ПСЗ-7" 0 0.007 2 0.05 NA 2e-04 8e-04 0.01 5e-04
2016-04-21 "ПСЗ-1" NA 0.01 2 0.015 NA 2e-04 2e-04 0.002 0.006
2016-04-21 "ПСЗ-2" 0.4 0.014 2 0.04 NA 0 0.001 0.005 0.003
2016-04-21 "ПСЗ-3" NA 0.009 2 0.023 0.02 2e-04 5e-04 0.002 0.004
2016-04-21 "ПСЗ-6" 0.4 0.011 2 0.053 NA 2e-04 5e-04 0.01 0.007
2016-04-21 "ПСЗ-7" 0.35 0.01 2 0.01 NA 2e-04 0 0.005 0.0035
2016-04-22 "ПСЗ-1" NA 0.017 2 0.065 NA 2e-04 0.001 0.015 0.0065
2016-04-22 "ПСЗ-2" 0.45 0.017 2 0.055 NA 8e-04 0.001 0.022 0.0055
2016-04-22 "ПСЗ-3" NA 0.013 2 0.07 0.043 2e-04 5e-04 0.008 0.0055
2016-04-22 "ПСЗ-6" 0.45 0.018 3 0.05 NA 0 0 0.012 0.0065
2016-04-22 "ПСЗ-7" 0.65 0.024 2 0.03 NA 0.0012 0.0018 0.022 0.005
2016-04-23 "ПСЗ-1" NA 0.022 2 0.08 NA 5e-04 0.0012 0.025 0.005
2016-04-23 "ПСЗ-2" 0.5 0.022 2 0.065 NA 0.001 0.0012 0.03 0.005
2016-04-23 "ПСЗ-3" NA 0.016 2 0.04 0.017 5e-04 8e-04 0.01 0.003
2016-04-23 "ПСЗ-6" 0.65 0.015 2 0.047 NA 5e-04 2e-04 0.02 0.004
2016-04-23 "ПСЗ-7" 0.65 0.022 2 0.063 NA 0.0015 0.0023 0.025 0.0075
2016-04-25 "ПСЗ-1" NA 0.008 2 0.015 NA 3e-04 7e-04 0.003 0.0025
2016-04-25 "ПСЗ-2" 0.55 0.007 2 0.07 NA 0 7e-04 0.013 5e-04
2016-04-25 "ПСЗ-3" NA 0.009 2 0.03 0.01 3e-04 3e-04 0.003 0
2016-04-25 "ПСЗ-6" 0.35 0.012 2 0.07 NA 3e-04 3e-04 0.013 0.002
2016-04-25 "ПСЗ-7" 0.3 0.008 2 0.025 NA 7e-04 0.002 0.01 0.013
2016-04-26 "ПСЗ-1" NA 0.014 2 0.035 NA 0.001 0.0012 0.018 0.006
2016-04-26 "ПСЗ-2" 0.35 0.016 2 0.07 NA 0.0018 0.001 0.028 0.002
2016-04-26 "ПСЗ-3" NA 0.014 3 0.047 0.013 8e-04 5e-04 0.015 0
2016-04-26 "ПСЗ-6" 0.4 0.011 3 0.053 NA 2e-04 2e-04 0.01 0.001
2016-04-26 "ПСЗ-7" 0.4 0.015 4 0.047 NA 0.0023 0.0018 0.03 0.002
2016-04-27 "ПСЗ-1" NA 0.012 2 0.07 NA 2e-04 2e-04 0.01 5e-04
2016-04-27 "ПСЗ-2" 0.25 0.019 2 0.07 NA 8e-04 8e-04 0.012 0.002
2016-04-27 "ПСЗ-3" NA 0.013 2 0.107 0.027 0 0.001 0.01 5e-04
2016-04-27 "ПСЗ-6" 0.25 0.014 2 0.067 NA 5e-04 2e-04 0.012 0.003
2016-04-27 "ПСЗ-7" 0.4 0.019 2 0.087 NA 0 8e-04 0.008 0.0035
2016-04-28 "ПСЗ-1" NA 0.019 2 0.04 NA 5e-04 8e-04 0.015 0.002
2016-04-28 "ПСЗ-2" 0.3 0.022 2 0.035 NA 0.001 0.0012 0.028 0.0035
2016-04-28 "ПСЗ-3" NA 0.018 2 0.06 0.023 5e-04 0.001 0.018 0.003
2016-04-28 "ПСЗ-6" 0.5 0.018 2 0.06 NA 0.0012 0.0012 0.022 0.0045
2016-04-28 "ПСЗ-7" 0.45 0.028 4 0.063 NA 0.002 0.0018 0.03 0.0085
2016-05-04 "ПСЗ-1" NA 0.016 2 0.035 NA 7e-04 7e-04 0.01 0.01
2016-05-04 "ПСЗ-2" 0.45 0.007 2 0.025 NA 3e-04 7e-04 0.007 0.0075
2016-05-04 "ПСЗ-3" NA 0.012 2 0.04 0.01 3e-04 7e-04 0.01 0.0055
